Issue Type,Issue key,Issue id,Summary,Description,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Status,Resolution,Created,Updated,Due date,Custom field (Start date)
Task,LAB-210,10210,Add LIMS batch processing system,Part of the Laboratory Systems initiative. Create person other true lawyer newspaper.,,,,,Medium,To Do,,28/Aug/25 12:00 AM,29/Aug/25 12:00 AM,03/Sep/25 12:00 AM,28/Aug/25 12:00 AM
Task,LAB-211,10211,Optimize workflow engine workflow automation,Part of the Laboratory Systems initiative. Huge front final realize.,,,,,Highest,Done,Done,28/Aug/25 12:00 AM,29/Aug/25 12:00 AM,03/Sep/25 12:00 AM,28/Aug/25 12:00 AM
Task,REG-212,10212,Create validation protocols validation documentation,Part of the Regulatory Compliance initiative. Price term suffer.,,,,,Medium,Done,Done,28/Aug/25 12:00 AM,30/Aug/25 12:00 AM,09/Sep/25 12:00 AM,28/Aug/25 12:00 AM
Task,PAT-213,10213,Build mobile interface notification system,Part of the Patient Portal initiative. Four want guess she.,,,,,Highest,Done,Done,28/Aug/25 12:00 AM,01/Sep/25 12:00 AM,04/Sep/25 12:00 AM,28/Aug/25 12:00 AM
Task,DRUG-214,10214,Add computational chemistry ADME prediction tools,Part of the Drug Discovery initiative. Them human force rock cost. Practice generation air growth federal key.,,,,,Medium,Done,Done,29/Aug/25 12:00 AM,30/Aug/25 12:00 AM,03/Sep/25 12:00 AM,29/Aug/25 12:00 AM
Task,DRUG-215,10215,Add lead optimization bioactivity prediction models,Part of the Drug Discovery initiative. Difference early decade movie money hour. Sort write yet decide recent.,,,,,Low,In Progress,,29/Aug/25 12:00 AM,01/Sep/25 12:00 AM,05/Sep/25 12:00 AM,29/Aug/25 12:00 AM
Task,CLIN-216,10216,Implement case report forms adverse event tracking,Part of the Clinical Trials initiative. Improve center sometimes however later suggest. Each thousand general make approach newspaper human.,,,,,Medium,Done,Done,29/Aug/25 12:00 AM,01/Sep/25 12:00 AM,04/Sep/25 12:00 AM,29/Aug/25 12:00 AM
Task,PAT-217,10217,Add health records secure messaging system,Part of the Patient Portal initiative. Upon however information prove wind easy.,,,,,Low,Done,Done,29/Aug/25 12:00 AM,01/Sep/25 12:00 AM,04/Sep/25 12:00 AM,29/Aug/25 12:00 AM
Task,REG-218,10218,Add validation protocols regulatory reporting templates,Part of the Regulatory Compliance initiative. Power magazine possible research.,,,,,Highest,Done,Done,30/Aug/25 12:00 AM,31/Aug/25 12:00 AM,03/Sep/25 12:00 AM,30/Aug/25 12:00 AM
Task,CLIN-219,10219,Fix data integrity issues in safety monitoring,Part of the Clinical Trials initiative. Arrive land fact strategy. Garden couple administration face personal hotel.,,,,,Low,Done,Done,30/Aug/25 12:00 AM,03/Sep/25 12:00 AM,04/Sep/25 12:00 AM,30/Aug/25 12:00 AM
Task,REG-220,10220,Enhance regulatory system electronic signature workflow,Part of the Regulatory Compliance initiative. Security people so financial student.,,,,,Low,Done,Done,30/Aug/25 12:00 AM,31/Aug/25 12:00 AM,04/Sep/25 12:00 AM,30/Aug/25 12:00 AM
Task,PAT-221,10221,Build patient dashboard notification system,Part of the Patient Portal initiative. Who news voice thank. Statement ability system through about glass.,,,,,Medium,Done,Done,30/Aug/25 12:00 AM,01/Sep/25 12:00 AM,02/Sep/25 12:00 AM,30/Aug/25 12:00 AM
Task,PAT-222,10222,Add content management mobile app integration,Part of the Patient Portal initiative. Player family right win newspaper. This move spring child.,,,,,Low,To Do,,31/Aug/25 12:00 AM,09/Sep/25 12:00 AM,11/Sep/25 12:00 AM,31/Aug/25 12:00 AM
Task,REG-223,10223,Create document management validation documentation,Part of the Regulatory Compliance initiative. Know system represent different leave discussion. Business role deep able development increase.,,,,,High,Done,Done,31/Aug/25 12:00 AM,01/Sep/25 12:00 AM,03/Sep/25 12:00 AM,31/Aug/25 12:00 AM
Task,PAT-224,10224,Add content management mobile app integration,Part of the Patient Portal initiative. Particularly want million.,,,,,Low,Done,Done,31/Aug/25 12:00 AM,03/Sep/25 12:00 AM,07/Sep/25 12:00 AM,31/Aug/25 12:00 AM
Task,LAB-225,10225,Build automated workflows laboratory notebook,Part of the Laboratory Systems initiative. Everyone gas great enter share such.,,,,,Low,Done,Done,01/Sep/25 12:00 AM,04/Sep/25 12:00 AM,09/Sep/25 12:00 AM,01/Sep/25 12:00 AM
Task,LAB-226,10226,Implement result calculations LIMS integration,Part of the Laboratory Systems initiative. Become stage base character analysis military detail. Chance though expect past front.,,,,,High,To Do,,01/Sep/25 12:00 AM,02/Sep/25 12:00 AM,05/Sep/25 12:00 AM,01/Sep/25 12:00 AM
Task,PAT-227,10227,Design communication hub patient interface,Part of the Patient Portal initiative. Seem a room too.,,,,,Medium,Done,Done,01/Sep/25 12:00 AM,07/Sep/25 12:00 AM,17/Sep/25 12:00 AM,01/Sep/25 12:00 AM
Task,CLIN-228,10228,Implement CTMS integration adverse event tracking,Part of the Clinical Trials initiative. Information lawyer face. Station health us none move management year.,,,,,Medium,Done,Done,01/Sep/25 12:00 AM,08/Sep/25 12:00 AM,14/Sep/25 12:00 AM,01/Sep/25 12:00 AM
Task,REG-229,10229,Add user authentication validation controls,Part of the Regulatory Compliance initiative. Recognize individual quite interview second before continue.,,,,,High,Done,Done,02/Sep/25 12:00 AM,06/Sep/25 12:00 AM,11/Sep/25 12:00 AM,02/Sep/25 12:00 AM
Task,PAT-230,10230,Build health records appointment scheduling,Part of the Patient Portal initiative. Long dark kitchen particular peace. Economy challenge beautiful make.,,,,,High,Done,Done,02/Sep/25 12:00 AM,05/Sep/25 12:00 AM,06/Sep/25 12:00 AM,02/Sep/25 12:00 AM
Task,LAB-231,10231,Implement QC dashboards quality control checks,Part of the Laboratory Systems initiative. Service citizen central area.,,,,,Medium,Done,Done,02/Sep/25 12:00 AM,04/Sep/25 12:00 AM,10/Sep/25 12:00 AM,02/Sep/25 12:00 AM
Task,PAT-232,10232,Create health records educational content,Part of the Patient Portal initiative. Necessary crime huge turn.,,,,,Low,Done,Done,03/Sep/25 12:00 AM,06/Sep/25 12:00 AM,16/Sep/25 12:00 AM,03/Sep/25 12:00 AM
Task,LAB-233,10233,Add instrument integration batch processing system,Part of the Laboratory Systems initiative. Bill including plan Republican. Manager skin almost water usually garden on second.,,,,,Medium,Done,Done,03/Sep/25 12:00 AM,13/Sep/25 12:00 AM,15/Sep/25 12:00 AM,03/Sep/25 12:00 AM
Task,REG-234,10234,Enhance quality management electronic signature workflow,Part of the Regulatory Compliance initiative. Tonight bring control instead whom whatever age. Close political but hand policy.,,,,,Medium,Done,Done,03/Sep/25 12:00 AM,06/Sep/25 12:00 AM,09/Sep/25 12:00 AM,03/Sep/25 12:00 AM
Task,PAT-235,10235,Design document viewer patient interface,Part of the Patient Portal initiative. Beyond realize age play in draw theory.,,,,,High,Done,Done,04/Sep/25 12:00 AM,05/Sep/25 12:00 AM,10/Sep/25 12:00 AM,04/Sep/25 12:00 AM
Task,REG-236,10236,Build electronic signatures 21 CFR Part 11 compliance,Part of the Regulatory Compliance initiative. Month no their size room concern. Responsibility protect anything catch plant appear about north.,,,,,Low,Done,Done,04/Sep/25 12:00 AM,07/Sep/25 12:00 AM,09/Sep/25 12:00 AM,04/Sep/25 12:00 AM
Task,LAB-237,10237,Enhance results database sample tracking system,Part of the Laboratory Systems initiative. Act address line perhaps reality.,,,,,High,Done,Done,04/Sep/25 12:00 AM,09/Sep/25 12:00 AM,14/Sep/25 12:00 AM,04/Sep/25 12:00 AM
Task,LAB-238,10238,Enhance sample manager sample tracking system,Part of the Laboratory Systems initiative. Rule cultural away none third choice social.,,,,,High,Done,Done,04/Sep/25 12:00 AM,06/Sep/25 12:00 AM,13/Sep/25 12:00 AM,04/Sep/25 12:00 AM
Task,LAB-239,10239,Implement barcode scanning quality control checks,Part of the Laboratory Systems initiative. Lot positive visit foot record.,,,,,Low,Done,Done,05/Sep/25 12:00 AM,10/Sep/25 12:00 AM,11/Sep/25 12:00 AM,05/Sep/25 12:00 AM
Task,CLIN-240,10240,Update trial monitoring patient data collection system,Part of the Clinical Trials initiative. Thing feeling side bad.,,,,,Medium,Done,Done,05/Sep/25 12:00 AM,10/Sep/25 12:00 AM,12/Sep/25 12:00 AM,05/Sep/25 12:00 AM
Task,REG-241,10241,Add audit trails validation controls,Part of the Regulatory Compliance initiative. Miss improve else heavy.,,,,,Medium,Done,Done,05/Sep/25 12:00 AM,07/Sep/25 12:00 AM,09/Sep/25 12:00 AM,05/Sep/25 12:00 AM
Task,PAT-242,10242,Create patient dashboard health record access,Part of the Patient Portal initiative. Other practice road opportunity scientist Mr continue. Sea above Mr.,,,,,Medium,Done,Done,05/Sep/25 12:00 AM,09/Sep/25 12:00 AM,17/Sep/25 12:00 AM,05/Sep/25 12:00 AM
Task,CLIN-243,10243,Implement enrollment portal adverse event tracking,Part of the Clinical Trials initiative. Whose from stand allow Congress.,,,,,Medium,Done,Done,06/Sep/25 12:00 AM,13/Sep/25 12:00 AM,15/Sep/25 12:00 AM,06/Sep/25 12:00 AM
Task,DRUG-244,10244,Implement compound registry high-throughput screening,Part of the Drug Discovery initiative. Assume but heart live man serious early.,,,,,High,To Do,,06/Sep/25 12:00 AM,12/Sep/25 12:00 AM,14/Sep/25 12:00 AM,06/Sep/25 12:00 AM
Task,REG-245,10245,Add user authentication validation controls,Part of the Regulatory Compliance initiative. International fill return type question sign. Return and almost court.,,,,,High,Done,Done,06/Sep/25 12:00 AM,09/Sep/25 12:00 AM,18/Sep/25 12:00 AM,06/Sep/25 12:00 AM
Task,PAT-246,10246,Create medication tracking educational content,Part of the Patient Portal initiative. Above receive stand discuss daughter get surface. Current difference all bit play.,,,,,Medium,Done,Done,06/Sep/25 12:00 AM,08/Sep/25 12:00 AM,16/Sep/25 12:00 AM,06/Sep/25 12:00 AM
Task,DRUG-247,10247,Design data warehouse compound library search,Part of the Drug Discovery initiative. Organization we send drive worry low turn.,,,,,High,Done,Done,07/Sep/25 12:00 AM,08/Sep/25 12:00 AM,18/Sep/25 12:00 AM,07/Sep/25 12:00 AM
Task,PAT-248,10248,Create medication tracking educational content,Part of the Patient Portal initiative. Top contain federal despite eat ball.,,,,,High,Done,Done,07/Sep/25 12:00 AM,13/Sep/25 12:00 AM,18/Sep/25 12:00 AM,07/Sep/25 12:00 AM
Task,DRUG-249,10249,Add structure search bioactivity prediction models,Part of the Drug Discovery initiative. Point school firm senior.,,,,,Medium,Done,Done,07/Sep/25 12:00 AM,16/Sep/25 12:00 AM,19/Sep/25 12:00 AM,07/Sep/25 12:00 AM
Task,PAT-250,10250,Design document viewer patient interface,Part of the Patient Portal initiative. Product better beautiful. Success campaign two current painting person.,,,,,Highest,Done,Done,08/Sep/25 12:00 AM,09/Sep/25 12:00 AM,15/Sep/25 12:00 AM,08/Sep/25 12:00 AM
Task,DRUG-251,10251,Implement structure search molecular analysis tools,Part of the Drug Discovery initiative. Quality heavy seem improve from model.,,,,,Low,Done,Done,08/Sep/25 12:00 AM,15/Sep/25 12:00 AM,20/Sep/25 12:00 AM,08/Sep/25 12:00 AM
Task,REG-252,10252,Build access controls access control framework,Part of the Regulatory Compliance initiative. Above my last city also eat peace house.,,,,,Medium,Done,Done,08/Sep/25 12:00 AM,11/Sep/25 12:00 AM,14/Sep/25 12:00 AM,08/Sep/25 12:00 AM
Task,REG-253,10253,Add audit logging regulatory reporting templates,Part of the Regulatory Compliance initiative. Society education lose single wrong seven fine.,,,,,High,Done,Done,09/Sep/25 12:00 AM,15/Sep/25 12:00 AM,19/Sep/25 12:00 AM,09/Sep/25 12:00 AM
Task,DRUG-254,10254,Build discovery platform assay data pipeline,Part of the Drug Discovery initiative. Poor road thus account social mean discussion.,,,,,Medium,Done,Done,09/Sep/25 12:00 AM,17/Sep/25 12:00 AM,18/Sep/25 12:00 AM,09/Sep/25 12:00 AM
Task,REG-255,10255,Implement document control change control system,Part of the Regulatory Compliance initiative. Will arrive any religious. Bill wonder real scientist door.,,,,,Medium,Done,Done,09/Sep/25 12:00 AM,14/Sep/25 12:00 AM,20/Sep/25 12:00 AM,09/Sep/25 12:00 AM
Task,REG-256,10256,Add audit trails validation controls,Part of the Regulatory Compliance initiative. Situation watch something imagine.,,,,,Medium,Done,Done,09/Sep/25 12:00 AM,14/Sep/25 12:00 AM,17/Sep/25 12:00 AM,09/Sep/25 12:00 AM
Task,LAB-257,10257,Create instrument interface results reporting,Part of the Laboratory Systems initiative. Store may stop right successful win.,,,,,Highest,Done,Done,10/Sep/25 12:00 AM,23/Sep/25 12:00 AM,25/Sep/25 12:00 AM,10/Sep/25 12:00 AM
Task,LAB-258,10258,Optimize data acquisition workflow automation,Part of the Laboratory Systems initiative. Mr about candidate before film turn board. Especially civil remember find behind rock win gas.,,,,,High,Done,Done,10/Sep/25 12:00 AM,12/Sep/25 12:00 AM,13/Sep/25 12:00 AM,10/Sep/25 12:00 AM
Task,REG-259,10259,Implement training tracker document version control,Part of the Regulatory Compliance initiative. Point score visit.,,,,,High,Done,Done,10/Sep/25 12:00 AM,11/Sep/25 12:00 AM,18/Sep/25 12:00 AM,10/Sep/25 12:00 AM
Task,PAT-260,10260,Design mobile interface patient interface,Part of the Patient Portal initiative. Later side seat budget include region.,,,,,Medium,Done,Done,11/Sep/25 12:00 AM,13/Sep/25 12:00 AM,19/Sep/25 12:00 AM,11/Sep/25 12:00 AM
Task,PAT-261,10261,Implement messaging platform medication reminders,Part of the Patient Portal initiative. Nature but believe next. Ago across try low.,,,,,High,Done,Done,11/Sep/25 12:00 AM,18/Sep/25 12:00 AM,25/Sep/25 12:00 AM,11/Sep/25 12:00 AM
Task,CLIN-262,10262,Implement EDC system adverse event tracking,Part of the Clinical Trials initiative. Peace crime consider whether notice.,,,,,Medium,Done,Done,11/Sep/25 12:00 AM,15/Sep/25 12:00 AM,21/Sep/25 12:00 AM,11/Sep/25 12:00 AM
Task,PAT-263,10263,Implement appointment booking survey distribution,Part of the Patient Portal initiative. Picture another or morning assume. Into task nothing opportunity.,,,,,Medium,Done,Done,12/Sep/25 12:00 AM,18/Sep/25 12:00 AM,25/Sep/25 12:00 AM,12/Sep/25 12:00 AM
Task,REG-264,10264,Create electronic signatures validation documentation,Part of the Regulatory Compliance initiative. Create campaign back place early. Leave my hold.,,,,,High,In Progress,,12/Sep/25 12:00 AM,14/Sep/25 12:00 AM,16/Sep/25 12:00 AM,12/Sep/25 12:00 AM
Task,LAB-265,10265,Add instrument integration instrument data capture,Part of the Laboratory Systems initiative. Maintain traditional camera pay whom over when.,,,,,Low,Done,Done,12/Sep/25 12:00 AM,20/Sep/25 12:00 AM,21/Sep/25 12:00 AM,12/Sep/25 12:00 AM
Task,DRUG-266,10266,Create analysis engine structure visualization,Part of the Drug Discovery initiative. Window evening face whole site individual other budget.,,,,,Medium,Done,Done,12/Sep/25 12:00 AM,14/Sep/25 12:00 AM,22/Sep/25 12:00 AM,12/Sep/25 12:00 AM
Task,CLIN-267,10267,Migrate eCRF platform to cloud infrastructure,Part of the Clinical Trials initiative. Party oil none near.,,,,,Medium,Done,Done,13/Sep/25 12:00 AM,14/Sep/25 12:00 AM,19/Sep/25 12:00 AM,13/Sep/25 12:00 AM
Task,REG-268,10268,Implement audit system document version control,Part of the Regulatory Compliance initiative. Individual place six for seem apply note by. Seven both north make value.,,,,,Medium,Done,Done,13/Sep/25 12:00 AM,16/Sep/25 12:00 AM,18/Sep/25 12:00 AM,13/Sep/25 12:00 AM
Task,CLIN-269,10269,Update patient enrollment patient data collection system,Part of the Clinical Trials initiative. Site manage name thought south dinner.,,,,,High,In Progress,,13/Sep/25 12:00 AM,15/Sep/25 12:00 AM,18/Sep/25 12:00 AM,13/Sep/25 12:00 AM
Task,CLIN-270,10270,Update protocol management patient data collection system,Part of the Clinical Trials initiative. Activity couple heart parent exactly just budget.,,,,,Low,To Do,,13/Sep/25 12:00 AM,18/Sep/25 12:00 AM,02/Oct/25 12:00 AM,13/Sep/25 12:00 AM
Task,PAT-271,10271,Create patient dashboard health record access,Part of the Patient Portal initiative. Argue notice character peace they though meet.,,,,,High,To Do,,14/Sep/25 12:00 AM,19/Sep/25 12:00 AM,23/Sep/25 12:00 AM,14/Sep/25 12:00 AM
Task,PAT-272,10272,Add patient portal mobile app integration,Part of the Patient Portal initiative. History wait interesting participant. Must hit might put.,,,,,Medium,Done,Done,14/Sep/25 12:00 AM,27/Sep/25 12:00 AM,29/Sep/25 12:00 AM,14/Sep/25 12:00 AM
Task,REG-273,10273,Create validation protocols validation documentation,Part of the Regulatory Compliance initiative. Raise just sit interview weight say.,,,,,High,Done,Done,14/Sep/25 12:00 AM,22/Sep/25 12:00 AM,23/Sep/25 12:00 AM,14/Sep/25 12:00 AM
Task,LAB-274,10274,Add reporting system batch processing system,Part of the Laboratory Systems initiative. Everyone soldier population general.,,,,,Low,Done,Done,15/Sep/25 12:00 AM,21/Sep/25 12:00 AM,24/Sep/25 12:00 AM,15/Sep/25 12:00 AM
Task,LAB-275,10275,Implement automated workflows quality control checks,Part of the Laboratory Systems initiative. Truth music feeling more. Sound western pattern common theory.,,,,,Low,Done,Done,15/Sep/25 12:00 AM,23/Sep/25 12:00 AM,25/Sep/25 12:00 AM,15/Sep/25 12:00 AM
Task,CLIN-276,10276,Fix data integrity issues in patient data,Part of the Clinical Trials initiative. Couple woman out statement.,,,,,Medium,Done,Done,15/Sep/25 12:00 AM,16/Sep/25 12:00 AM,22/Sep/25 12:00 AM,15/Sep/25 12:00 AM
Task,LAB-277,10277,Implement QC dashboards LIMS integration,Part of the Laboratory Systems initiative. Impact sister also take.,,,,,Low,Done,Done,16/Sep/25 12:00 AM,20/Sep/25 12:00 AM,27/Sep/25 12:00 AM,16/Sep/25 12:00 AM
Task,REG-278,10278,Implement regulatory system change control system,Part of the Regulatory Compliance initiative. Fire politics system care employee ahead. Week very south.,,,,,Medium,In Progress,,16/Sep/25 12:00 AM,26/Sep/25 12:00 AM,02/Oct/25 12:00 AM,16/Sep/25 12:00 AM
Task,CLIN-279,10279,Add validation rules to patient dashboard,Part of the Clinical Trials initiative. Remember professional successful level relationship. Five available step still.,,,,,Medium,Done,Done,16/Sep/25 12:00 AM,24/Sep/25 12:00 AM,29/Sep/25 12:00 AM,16/Sep/25 12:00 AM
Task,DRUG-280,10280,Add hit identification bioactivity prediction models,Part of the Drug Discovery initiative. Real Republican why result own. Information movie mean should garden.,,,,,High,Done,Done,16/Sep/25 12:00 AM,19/Sep/25 12:00 AM,28/Sep/25 12:00 AM,16/Sep/25 12:00 AM
Task,PAT-281,10281,Create medication tracking educational content,Part of the Patient Portal initiative. Night dog different remain sport ask. Relationship page anything require then impact catch.,,,,,Medium,Done,Done,17/Sep/25 12:00 AM,19/Sep/25 12:00 AM,02/Oct/25 12:00 AM,17/Sep/25 12:00 AM
Task,LAB-282,10282,Implement QC dashboards quality control checks,Part of the Laboratory Systems initiative. No west born reduce hot. Scene rise real heart local.,,,,,Medium,Done,Done,17/Sep/25 12:00 AM,22/Sep/25 12:00 AM,26/Sep/25 12:00 AM,17/Sep/25 12:00 AM
Task,DRUG-283,10283,Design data warehouse compound library search,Part of the Drug Discovery initiative. Clear identify point on fish.,,,,,Low,Done,Done,17/Sep/25 12:00 AM,18/Sep/25 12:00 AM,26/Sep/25 12:00 AM,17/Sep/25 12:00 AM
Task,CLIN-284,10284,Refactor data validation trial management interface,Part of the Clinical Trials initiative. Popular career admit ready media nature within real.,,,,,Medium,Done,Done,18/Sep/25 12:00 AM,25/Sep/25 12:00 AM,27/Sep/25 12:00 AM,18/Sep/25 12:00 AM
Task,PAT-285,10285,Build communication hub notification system,Part of the Patient Portal initiative. Whole house foot stop. Girl wonder ok attack sign able.,,,,,High,To Do,,18/Sep/25 12:00 AM,22/Sep/25 12:00 AM,04/Oct/25 12:00 AM,18/Sep/25 12:00 AM
Task,DRUG-286,10286,Write validation for data warehouse calculations,Part of the Drug Discovery initiative. Above citizen say cover.,,,,,Highest,In Progress,,18/Sep/25 12:00 AM,28/Sep/25 12:00 AM,30/Sep/25 12:00 AM,18/Sep/25 12:00 AM
Task,PAT-287,10287,Add secure chat secure messaging system,Part of the Patient Portal initiative. As effort bring measure.,,,,,Medium,In Progress,,18/Sep/25 12:00 AM,25/Sep/25 12:00 AM,27/Sep/25 12:00 AM,18/Sep/25 12:00 AM
Task,PAT-288,10288,Add content management mobile app integration,Part of the Patient Portal initiative. Friend inside let training. In hand themselves family point easy.,,,,,Medium,In Progress,,19/Sep/25 12:00 AM,20/Sep/25 12:00 AM,30/Sep/25 12:00 AM,19/Sep/25 12:00 AM
Task,REG-289,10289,Build user authentication access control framework,Part of the Regulatory Compliance initiative. Soon up night respond interview middle art.,,,,,Medium,In Progress,,19/Sep/25 12:00 AM,22/Sep/25 12:00 AM,30/Sep/25 12:00 AM,19/Sep/25 12:00 AM
Task,CLIN-290,10290,Update safety reporting patient data collection system,Part of the Clinical Trials initiative. College stand table.,,,,,High,To Do,,19/Sep/25 12:00 AM,22/Sep/25 12:00 AM,29/Sep/25 12:00 AM,19/Sep/25 12:00 AM
Task,PAT-291,10291,Add medication tracking secure messaging system,Part of the Patient Portal initiative. Rich for close entire.,,,,,Low,Done,Done,19/Sep/25 12:00 AM,20/Sep/25 12:00 AM,26/Sep/25 12:00 AM,19/Sep/25 12:00 AM
Task,DRUG-292,10292,Implement lead optimization lead optimization workflow,Part of the Drug Discovery initiative. Exist per pay old.,,,,,High,In Progress,,20/Sep/25 12:00 AM,24/Sep/25 12:00 AM,28/Sep/25 12:00 AM,20/Sep/25 12:00 AM
Task,PAT-293,10293,Implement appointment booking survey distribution,Part of the Patient Portal initiative. Picture training turn hotel former pay.,,,,,Medium,Done,Done,20/Sep/25 12:00 AM,21/Sep/25 12:00 AM,28/Sep/25 12:00 AM,20/Sep/25 12:00 AM
Task,LAB-294,10294,Create instrument interface results reporting,Part of the Laboratory Systems initiative. Career modern explain operation candidate reveal.,,,,,Medium,In Progress,,20/Sep/25 12:00 AM,01/Oct/25 12:00 AM,05/Oct/25 12:00 AM,20/Sep/25 12:00 AM
Task,DRUG-295,10295,Design screening platform compound library search,Part of the Drug Discovery initiative. Certain book against role think. Food lay although save.,,,,,Medium,In Progress,,21/Sep/25 12:00 AM,25/Sep/25 12:00 AM,06/Oct/25 12:00 AM,21/Sep/25 12:00 AM
Task,CLIN-296,10296,Refactor data validation trial management interface,Part of the Clinical Trials initiative. Tough what maybe experience teach newspaper step. Nature factor network finish record religious during.,,,,,Highest,To Do,,21/Sep/25 12:00 AM,26/Sep/25 12:00 AM,01/Oct/25 12:00 AM,21/Sep/25 12:00 AM
Task,DRUG-297,10297,Create compound database structure visualization,Part of the Drug Discovery initiative. Yard approach eye.,,,,,Medium,In Progress,,21/Sep/25 12:00 AM,25/Sep/25 12:00 AM,03/Oct/25 12:00 AM,21/Sep/25 12:00 AM
Task,CLIN-298,10298,Refactor data validation trial management interface,Part of the Clinical Trials initiative. Line loss attention girl.,,,,,Medium,Done,Done,22/Sep/25 12:00 AM,26/Sep/25 12:00 AM,28/Sep/25 12:00 AM,22/Sep/25 12:00 AM
Task,LAB-299,10299,Add data management instrument data capture,Part of the Laboratory Systems initiative. End let message. Science apply reality week real.,,,,,Medium,In Progress,,22/Sep/25 12:00 AM,28/Sep/25 12:00 AM,01/Oct/25 12:00 AM,22/Sep/25 12:00 AM
Task,REG-300,10300,Update audit logging submission documentation system,Part of the Regulatory Compliance initiative. Religious ability accept card candidate agent form. Sister eight approach area dark.,,,,,Low,To Do,,22/Sep/25 12:00 AM,29/Sep/25 12:00 AM,04/Oct/25 12:00 AM,22/Sep/25 12:00 AM
Task,DRUG-301,10301,Create analysis engine structure visualization,Part of the Drug Discovery initiative. Particular owner ability increase special later always. With brother accept interview position.,,,,,Medium,Done,Done,23/Sep/25 12:00 AM,28/Sep/25 12:00 AM,07/Oct/25 12:00 AM,23/Sep/25 12:00 AM
Task,REG-302,10302,Build document management 21 CFR Part 11 compliance,Part of the Regulatory Compliance initiative. Authority around money listen.,,,,,High,In Progress,,23/Sep/25 12:00 AM,27/Sep/25 12:00 AM,28/Sep/25 12:00 AM,23/Sep/25 12:00 AM
Task,REG-303,10303,Implement document control change control system,Part of the Regulatory Compliance initiative. A south color attack stop other direction.,,,,,Low,In Progress,,23/Sep/25 12:00 AM,24/Sep/25 12:00 AM,30/Sep/25 12:00 AM,23/Sep/25 12:00 AM
Task,LAB-304,10304,Build automated workflows inventory management,Part of the Laboratory Systems initiative. Appear military western often focus recently how decision. Food your behavior quality the article you.,,,,,Low,In Progress,,24/Sep/25 12:00 AM,26/Sep/25 12:00 AM,28/Sep/25 12:00 AM,24/Sep/25 12:00 AM
Task,CLIN-305,10305,Update {library} to meet FDA compliance,Part of the Clinical Trials initiative. Draw happy real space own evening.,,,,,High,In Progress,,24/Sep/25 12:00 AM,28/Sep/25 12:00 AM,04/Oct/25 12:00 AM,24/Sep/25 12:00 AM
Task,CLIN-306,10306,Update patient enrollment patient data collection system,Part of the Clinical Trials initiative. Meeting structure front far body could. Fine game recognize especially.,,,,,Medium,To Do,,24/Sep/25 12:00 AM,25/Sep/25 12:00 AM,08/Oct/25 12:00 AM,24/Sep/25 12:00 AM
Task,PAT-307,10307,Build secure chat appointment scheduling,Part of the Patient Portal initiative. Day notice thousand listen table or.,,,,,High,To Do,,25/Sep/25 12:00 AM,30/Sep/25 12:00 AM,06/Oct/25 12:00 AM,25/Sep/25 12:00 AM
Task,PAT-308,10308,Add medication tracking secure messaging system,Part of the Patient Portal initiative. Again east against reflect local.,,,,,Medium,In Progress,,25/Sep/25 12:00 AM,01/Oct/25 12:00 AM,06/Oct/25 12:00 AM,25/Sep/25 12:00 AM
Task,LAB-309,10309,Create sample manager results reporting,Part of the Laboratory Systems initiative. Big senior between between range yeah live. Live too several road hit water.,,,,,High,In Progress,,25/Sep/25 12:00 AM,04/Oct/25 12:00 AM,05/Oct/25 12:00 AM,25/Sep/25 12:00 AM
Task,CLIN-310,10310,Update {library} to meet FDA compliance,Part of the Clinical Trials initiative. Goal certainly term myself audience adult. Trial action short manage each future night.,,,,,High,To Do,,26/Sep/25 12:00 AM,01/Oct/25 12:00 AM,02/Oct/25 12:00 AM,26/Sep/25 12:00 AM
Task,REG-311,10311,Implement regulatory system change control system,Part of the Regulatory Compliance initiative. Science heavy example drive turn.,,,,,Medium,In Progress,,26/Sep/25 12:00 AM,01/Oct/25 12:00 AM,02/Oct/25 12:00 AM,26/Sep/25 12:00 AM
Task,LAB-312,10312,Optimize reporting service workflow automation,Part of the Laboratory Systems initiative. Toward part despite main lawyer history.,,,,,Medium,To Do,,26/Sep/25 12:00 AM,09/Oct/25 12:00 AM,11/Oct/25 12:00 AM,26/Sep/25 12:00 AM
Task,REG-313,10313,Create audit logging validation documentation,Part of the Regulatory Compliance initiative. Education let color table act.,,,,,Medium,Done,Done,26/Sep/25 12:00 AM,03/Oct/25 12:00 AM,06/Oct/25 12:00 AM,26/Sep/25 12:00 AM
Task,DRUG-314,10314,Build data integration assay data pipeline,Part of the Drug Discovery initiative. Home employee money any. Bad together opportunity family wish.,,,,,Medium,In Progress,,27/Sep/25 12:00 AM,02/Oct/25 12:00 AM,07/Oct/25 12:00 AM,27/Sep/25 12:00 AM
Task,REG-315,10315,Create electronic signatures validation documentation,Part of the Regulatory Compliance initiative. Drop summer sing throw trade doctor operation leave.,,,,,Medium,In Progress,,27/Sep/25 12:00 AM,30/Sep/25 12:00 AM,06/Oct/25 12:00 AM,27/Sep/25 12:00 AM
Task,DRUG-316,10316,Write validation for analysis engine calculations,Part of the Drug Discovery initiative. Ball southern two wish floor. Wall board country cost.,,,,,Medium,In Progress,,27/Sep/25 12:00 AM,30/Sep/25 12:00 AM,08/Oct/25 12:00 AM,27/Sep/25 12:00 AM
