Issue Type,Issue key,Issue id,Summary,Description,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Status,Resolution,Created,Updated,Due date,Custom field (Start date),Created_dt,Due_date_dt,Start_date_dt,Updated_dt,Duration_days,Hours_per_ticket,Cost_per_ticket,Period,Week_Period,Week_Start
Task,FT-224,10354,Add queue processor rate limiting and throttling,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Administration church and. Probably time common already current company.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,01/Sep/25 12:00 AM,10/Sep/25 12:00 AM,11/Sep/25 12:00 AM,01/Sep/25 12:00 AM,2025-09-01,2025-09-11,2025-09-01,2025-09-10,10,80,4000.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-223,10353,Create order book React UI component,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Analysis fly he say democratic city try. Practice check oil exist race.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,01/Sep/25 12:00 AM,03/Sep/25 12:00 AM,05/Sep/25 12:00 AM,01/Sep/25 12:00 AM,2025-09-01,2025-09-05,2025-09-01,2025-09-03,4,32,1600.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-233,10577,Enable OAuth 2.0 for API authentication,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Near painting official machine forget.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,In Progress,,02/Sep/25 12:00 AM,03/Sep/25 12:00 AM,07/Sep/25 12:00 AM,02/Sep/25 12:00 AM,2025-09-02,2025-09-07,2025-09-02,2025-09-03,5,40,2000.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-232,10576,Update {library} dependency to latest version,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Matter leave control mother for seem. Force national camera parent.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,02/Sep/25 12:00 AM,04/Sep/25 12:00 AM,05/Sep/25 12:00 AM,02/Sep/25 12:00 AM,2025-09-02,2025-09-05,2025-09-02,2025-09-04,3,24,1200.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-231,10575,Build crypto assets data visualization dashboard,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Property relationship purpose top woman financial.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,02/Sep/25 12:00 AM,03/Sep/25 12:00 AM,07/Sep/25 12:00 AM,02/Sep/25 12:00 AM,2025-09-02,2025-09-07,2025-09-02,2025-09-03,5,40,2000.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-230,10453,Add biometric login session management,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Simply mouth beautiful international. Avoid pull one when key fall.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,02/Sep/25 12:00 AM,03/Sep/25 12:00 AM,10/Sep/25 12:00 AM,02/Sep/25 12:00 AM,2025-09-02,2025-09-10,2025-09-02,2025-09-03,8,64,3200.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-229,10574,Optimize notification hub message queue processing,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Hundred central run and. Among there learn rise agreement generation article.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,02/Sep/25 12:00 AM,05/Sep/25 12:00 AM,08/Sep/25 12:00 AM,02/Sep/25 12:00 AM,2025-09-02,2025-09-08,2025-09-02,2025-09-05,6,48,2400.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-239,10681,Create analytics dashboard responsive UI,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Today perform during reveal great probably skill. Employee class short last expect challenge.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,03/Sep/25 12:00 AM,07/Sep/25 12:00 AM,12/Sep/25 12:00 AM,03/Sep/25 12:00 AM,2025-09-03,2025-09-12,2025-09-03,2025-09-07,9,72,3600.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-238,10455,Add SQL injection defense detection and monitoring,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Administration mean hard final prove in.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,03/Sep/25 12:00 AM,06/Sep/25 12:00 AM,07/Sep/25 12:00 AM,03/Sep/25 12:00 AM,2025-09-03,2025-09-07,2025-09-03,2025-09-06,4,32,1600.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-237,10680,Build token service token validation service,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Fall push tree. Under able manage carry sometimes source Mr.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,03/Sep/25 12:00 AM,04/Sep/25 12:00 AM,06/Sep/25 12:00 AM,03/Sep/25 12:00 AM,2025-09-03,2025-09-06,2025-09-03,2025-09-04,3,24,1200.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-236,10454,Add access control security hardening,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Force mouth into Congress four movement.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,03/Sep/25 12:00 AM,07/Sep/25 12:00 AM,12/Sep/25 12:00 AM,03/Sep/25 12:00 AM,2025-09-03,2025-09-12,2025-09-03,2025-09-07,9,72,3600.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-235,10579,Fix memory leak in session handler service,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Clear compare art long.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,Done,Done,03/Sep/25 12:00 AM,07/Sep/25 12:00 AM,11/Sep/25 12:00 AM,03/Sep/25 12:00 AM,2025-09-03,2025-09-11,2025-09-03,2025-09-07,8,64,3200.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-234,10578,Optimize price aggregator for high throughput,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Nice throughout tonight figure fish safe each.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,03/Sep/25 12:00 AM,04/Sep/25 12:00 AM,07/Sep/25 12:00 AM,03/Sep/25 12:00 AM,2025-09-03,2025-09-07,2025-09-03,2025-09-04,4,32,1600.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-244,10582,Enhance notification system analytics and reporting,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Everybody pattern him life cause now find news. Senior rule single owner herself among second.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,Done,Done,04/Sep/25 12:00 AM,09/Sep/25 12:00 AM,14/Sep/25 12:00 AM,04/Sep/25 12:00 AM,2025-09-04,2025-09-14,2025-09-04,2025-09-09,10,80,4000.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-243,10409,Optimize order book for high throughput,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Will leave debate history program. Bed actually one television strong however least.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,Done,Done,04/Sep/25 12:00 AM,08/Sep/25 12:00 AM,13/Sep/25 12:00 AM,04/Sep/25 12:00 AM,2025-09-04,2025-09-13,2025-09-04,2025-09-08,9,72,3600.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-242,10581,Design asset listing page layout and UX,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Movie wear voice remain large law piece. Behavior continue out side environment.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,04/Sep/25 12:00 AM,05/Sep/25 12:00 AM,08/Sep/25 12:00 AM,04/Sep/25 12:00 AM,2025-09-04,2025-09-08,2025-09-04,2025-09-05,4,32,1600.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-241,10456,Build real estate funds data visualization dashboard,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Shoulder commercial weight safe executive forward.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,04/Sep/25 12:00 AM,06/Sep/25 12:00 AM,15/Sep/25 12:00 AM,04/Sep/25 12:00 AM,2025-09-04,2025-09-15,2025-09-04,2025-09-06,11,88,4400.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-240,10580,Implement order router WebSocket real-time updates,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Evidence democratic forward trade drop many approach. Agreement soldier special television star why kind.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,04/Sep/25 12:00 AM,12/Sep/25 12:00 AM,13/Sep/25 12:00 AM,04/Sep/25 12:00 AM,2025-09-04,2025-09-13,2025-09-04,2025-09-12,9,72,3600.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-251,10410,Implement crypto assets portfolio allocation tools,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Message attack chance up hundred.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,05/Sep/25 12:00 AM,07/Sep/25 12:00 AM,08/Sep/25 12:00 AM,05/Sep/25 12:00 AM,2025-09-05,2025-09-08,2025-09-05,2025-09-07,3,24,1200.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-250,10683,Add market data integration regulatory compliance checks,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Analysis change to leave.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,Done,Done,05/Sep/25 12:00 AM,06/Sep/25 12:00 AM,07/Sep/25 12:00 AM,05/Sep/25 12:00 AM,2025-09-05,2025-09-07,2025-09-05,2025-09-06,2,16,800.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-249,10459,Build SQL injection defense incident response system,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Happy mother but get money chair.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,Done,Done,05/Sep/25 12:00 AM,06/Sep/25 12:00 AM,07/Sep/25 12:00 AM,05/Sep/25 12:00 AM,2025-09-05,2025-09-07,2025-09-05,2025-09-06,2,16,800.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-248,10682,Build trade confirmation order execution engine,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. When white forward mother face.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,In Progress,,05/Sep/25 12:00 AM,06/Sep/25 12:00 AM,08/Sep/25 12:00 AM,05/Sep/25 12:00 AM,2025-09-05,2025-09-08,2025-09-05,2025-09-06,3,24,1200.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-247,10583,Add template engine retry and fallback mechanism,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Agree such into can meeting skin. Right new wait senior.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,05/Sep/25 12:00 AM,06/Sep/25 12:00 AM,09/Sep/25 12:00 AM,05/Sep/25 12:00 AM,2025-09-05,2025-09-09,2025-09-05,2025-09-06,4,32,1600.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-246,10458,Create SMS notification templates,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Seek magazine decade hope church.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,To Do,,05/Sep/25 12:00 AM,06/Sep/25 12:00 AM,07/Sep/25 12:00 AM,05/Sep/25 12:00 AM,2025-09-05,2025-09-07,2025-09-05,2025-09-06,2,16,800.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-245,10457,Design risk calculator architecture and data models,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Technology just season none eat white become exist. Moment trial according high allow different.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,05/Sep/25 12:00 AM,07/Sep/25 12:00 AM,08/Sep/25 12:00 AM,05/Sep/25 12:00 AM,2025-09-05,2025-09-08,2025-09-05,2025-09-07,3,24,1200.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-258,10684,Build analytics dashboard risk disclosure system,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. To health arm song money.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,06/Sep/25 12:00 AM,09/Sep/25 12:00 AM,12/Sep/25 12:00 AM,06/Sep/25 12:00 AM,2025-09-06,2025-09-12,2025-09-06,2025-09-09,6,48,2400.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-257,10588,Implement portfolio management third-party data integration,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Cell natural friend three born.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,Done,Done,06/Sep/25 12:00 AM,07/Sep/25 12:00 AM,09/Sep/25 12:00 AM,06/Sep/25 12:00 AM,2025-09-06,2025-09-09,2025-09-06,2025-09-07,3,24,1200.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-256,10587,Build real-time pricing order execution engine,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Record speak movie pressure.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,06/Sep/25 12:00 AM,08/Sep/25 12:00 AM,09/Sep/25 12:00 AM,06/Sep/25 12:00 AM,2025-09-06,2025-09-09,2025-09-06,2025-09-08,3,24,1200.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-255,10586,Implement trade confirmation error handling and retry logic,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Up name sort course appear.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,06/Sep/25 12:00 AM,08/Sep/25 12:00 AM,11/Sep/25 12:00 AM,06/Sep/25 12:00 AM,2025-09-06,2025-09-11,2025-09-06,2025-09-08,5,40,2000.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-254,10585,Enhance email notification delivery reliability,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Different control meeting admit that explain behind.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,06/Sep/25 12:00 AM,08/Sep/25 12:00 AM,09/Sep/25 12:00 AM,06/Sep/25 12:00 AM,2025-09-06,2025-09-09,2025-09-06,2025-09-08,3,24,1200.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-253,10584,Implement user preferences A/B testing framework,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Question inside plan put to almost. Fly budget land evidence arm.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,06/Sep/25 12:00 AM,08/Sep/25 12:00 AM,09/Sep/25 12:00 AM,06/Sep/25 12:00 AM,2025-09-06,2025-09-09,2025-09-06,2025-09-08,3,24,1200.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-252,10460,Implement priority routing message template system,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Class street as lead. Plan hot score everything Republican like anyone.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,Done,Done,06/Sep/25 12:00 AM,07/Sep/25 12:00 AM,09/Sep/25 12:00 AM,06/Sep/25 12:00 AM,2025-09-06,2025-09-09,2025-09-06,2025-09-07,3,24,1200.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-265,10462,Implement alternative assets third-party data integration,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Way arm around. Will maybe small might until out effect.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,Done,Done,07/Sep/25 12:00 AM,09/Sep/25 12:00 AM,11/Sep/25 12:00 AM,07/Sep/25 12:00 AM,2025-09-07,2025-09-11,2025-09-07,2025-09-09,4,32,1600.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-264,10590,Implement smart delivery message template system,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Chair remember in institution. Industry until future into.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,07/Sep/25 12:00 AM,08/Sep/25 12:00 AM,11/Sep/25 12:00 AM,07/Sep/25 12:00 AM,2025-09-07,2025-09-11,2025-09-07,2025-09-08,4,32,1600.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-263,10412,Design investment wizard page layout and UX,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Owner summer water local race majority they. Into baby manage body.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,07/Sep/25 12:00 AM,09/Sep/25 12:00 AM,10/Sep/25 12:00 AM,07/Sep/25 12:00 AM,2025-09-07,2025-09-10,2025-09-07,2025-09-09,3,24,1200.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-262,10589,Build investment wizard risk disclosure system,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Suggest hand guess account series exist structure. Subject hour production then.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,Done,Done,07/Sep/25 12:00 AM,09/Sep/25 12:00 AM,16/Sep/25 12:00 AM,07/Sep/25 12:00 AM,2025-09-07,2025-09-16,2025-09-07,2025-09-09,9,72,3600.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-261,10461,Create market data feed React UI component,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Nothing upon assume spring help crime threat good. Hold newspaper sister magazine nature happen recognize.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,07/Sep/25 12:00 AM,10/Sep/25 12:00 AM,12/Sep/25 12:00 AM,07/Sep/25 12:00 AM,2025-09-07,2025-09-12,2025-09-07,2025-09-10,5,40,2000.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-260,10411,Add template engine webhook integration,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Coach your fund cup daughter. Say employee interesting charge.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,07/Sep/25 12:00 AM,09/Sep/25 12:00 AM,15/Sep/25 12:00 AM,07/Sep/25 12:00 AM,2025-09-07,2025-09-15,2025-09-07,2025-09-09,8,64,3200.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-259,10685,Add audit trail security hardening,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. So cultural provide while technology dark.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,07/Sep/25 12:00 AM,09/Sep/25 12:00 AM,13/Sep/25 12:00 AM,07/Sep/25 12:00 AM,2025-09-07,2025-09-13,2025-09-07,2025-09-09,6,48,2400.0,Post-Claude,2025-09-01/2025-09-07,2025-09-01
Task,FT-272,10465,Add queue processor rate limiting and throttling,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Along wind church public politics usually serve statement.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,Done,Done,08/Sep/25 12:00 AM,10/Sep/25 12:00 AM,11/Sep/25 12:00 AM,08/Sep/25 12:00 AM,2025-09-08,2025-09-11,2025-09-08,2025-09-10,3,24,1200.0,Post-Claude,2025-09-08/2025-09-14,2025-09-08
Task,FT-271,10687,Add passwordless auth compliance controls,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Last rate teacher and off produce threat.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,08/Sep/25 12:00 AM,11/Sep/25 12:00 AM,12/Sep/25 12:00 AM,08/Sep/25 12:00 AM,2025-09-08,2025-09-12,2025-09-08,2025-09-11,4,32,1600.0,Post-Claude,2025-09-08/2025-09-14,2025-09-08
Task,FT-270,10686,Add preference manager retry and fallback mechanism,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Dog any among town since look.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,08/Sep/25 12:00 AM,10/Sep/25 12:00 AM,13/Sep/25 12:00 AM,08/Sep/25 12:00 AM,2025-09-08,2025-09-13,2025-09-08,2025-09-10,5,40,2000.0,Post-Claude,2025-09-08/2025-09-14,2025-09-08
Task,FT-269,10464,Enable passwordless auth for user login,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Research base next hundred six military. Range international need loss fear discuss.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,08/Sep/25 12:00 AM,09/Sep/25 12:00 AM,11/Sep/25 12:00 AM,08/Sep/25 12:00 AM,2025-09-08,2025-09-11,2025-09-08,2025-09-09,3,24,1200.0,Post-Claude,2025-09-08/2025-09-14,2025-09-08
Task,FT-268,10463,Create market orders admin dashboard view,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Material tough him ahead.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,In Progress,,08/Sep/25 12:00 AM,09/Sep/25 12:00 AM,14/Sep/25 12:00 AM,08/Sep/25 12:00 AM,2025-09-08,2025-09-14,2025-09-08,2025-09-09,6,48,2400.0,Post-Claude,2025-09-08/2025-09-14,2025-09-08
Task,FT-267,10413,Create email notification templates,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Part effect east major simply. Then single nor enter bed.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,08/Sep/25 12:00 AM,11/Sep/25 12:00 AM,14/Sep/25 12:00 AM,08/Sep/25 12:00 AM,2025-09-08,2025-09-14,2025-09-08,2025-09-11,6,48,2400.0,Post-Claude,2025-09-08/2025-09-14,2025-09-08
Task,FT-266,10591,Build crypto assets data visualization dashboard,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Race safe morning may reflect record worry.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,08/Sep/25 12:00 AM,10/Sep/25 12:00 AM,14/Sep/25 12:00 AM,08/Sep/25 12:00 AM,2025-09-08,2025-09-14,2025-09-08,2025-09-10,6,48,2400.0,Post-Claude,2025-09-08/2025-09-14,2025-09-08
Task,FT-278,10469,Create portfolio view React UI component,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Bad run away figure account quickly. Us situation partner.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,09/Sep/25 12:00 AM,10/Sep/25 12:00 AM,11/Sep/25 12:00 AM,09/Sep/25 12:00 AM,2025-09-09,2025-09-11,2025-09-09,2025-09-10,2,16,800.0,Post-Claude,2025-09-08/2025-09-14,2025-09-08
Task,FT-277,10468,Implement real estate funds comparison and analysis tools,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Require plant field similar civil military. Parent school fast contain sit.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,09/Sep/25 12:00 AM,10/Sep/25 12:00 AM,13/Sep/25 12:00 AM,09/Sep/25 12:00 AM,2025-09-09,2025-09-13,2025-09-09,2025-09-10,4,32,1600.0,Post-Claude,2025-09-08/2025-09-14,2025-09-08
Task,FT-276,10467,Add analytics tracker retry and fallback mechanism,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Clear ten us view design Congress. Subject individual throughout organization author sound south.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,Done,Done,09/Sep/25 12:00 AM,10/Sep/25 12:00 AM,13/Sep/25 12:00 AM,09/Sep/25 12:00 AM,2025-09-09,2025-09-13,2025-09-09,2025-09-10,4,32,1600.0,Post-Claude,2025-09-08/2025-09-14,2025-09-08
